,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
80,80,Marshawn,Lynch,2013,Seattle,RB,27.0,Marshawn Lynch,33.51063829787234,24.595744680851062,201.10638297872345,1.0,74.01914893617021,305.4255319148936,1466.8085106382978,11.319148936170214,4.361702127659575,7.0,275.3,25.8,16.1,360.1,45.76
81,81,Joseph,Addai,2007,Indianapolis,RB,24.0,Joseph Addai,50.0,40.0,325.0,1.0,80.0,226.0,1081.0,7.0,2.0,2.0,274.6,26.6,21.3,382.6,55.54
82,82,Arian,Foster,2014,Houston,RB,28.0,Arian Foster,46.5,31.0,200.0,1.5,65.95,236.0,983.0,8.0,1.5,6.0,273.5,17.3,26.8,347.3,61.98
83,83,Chris,Johnson,2010,Tennessee,RB,25.0,Chris Johnson,68.12765957446808,47.765957446808514,425.4468085106383,1.680851063829787,70.0808510638298,323.8510638297872,1757.7021276595744,12.404255319148936,2.3617021276595747,3.0,272.9,22.1,25.1,351.4,49.6
84,84,Clinton,Portis,2007,Washington,RB,26.0,Clinton Portis,33.5,23.5,193.0,0.0,69.30000000000001,239.5,1019.5,9.0,1.5,6.0,272.7,19.2,23.5,327.7,49.95
85,85,Eddie,Lacy,2014,Green Bay,RB,24.0,Eddie Lacy,44.0,35.0,257.0,0.0,79.5,284.0,1178.0,11.0,1.0,2.0,272.6,25.7,26.5,393.2,56.83
86,86,Melvin,Gordon,2018,LA Chargers,RB,25.0,Melvin Gordon,75.4888888888889,53.08888888888889,459.53333333333336,3.422222222222222,70.47777777777777,275.3333333333333,1073.8,8.577777777777778,1.288888888888889,4.0,271.5,22.2,17.0,376.6,58.92
87,87,Darren,Sproles,2011,New Orleans,RB,28.0,Darren Sproles,69.0,54.333333333333336,512.3333333333334,2.6666666666666665,78.76666666666667,64.33333333333333,292.3333333333333,1.0,3.0,6.0,271.3,24.7,20.5,378.5,65.04
88,88,Clinton,Portis,2005,Washington,RB,24.0,Clinton Portis,55.18604651162791,39.395348837209305,258.8837209302326,1.3953488372093024,71.5,326.9767441860465,1398.4418604651162,7.72093023255814,4.395348837209302,4.0,269.88,15.0,16.6,274.8,53.96
89,89,Brian,Westbrook,2008,Philadelphia,RB,29.0,Brian Westbrook,113.66666666666669,85.66666666666667,747.0,4.666666666666667,75.3,265.3333333333333,1294.3333333333333,7.0,2.0,7.0,269.8,21.0,18.8,358.1,59.79
90,90,Marshawn,Lynch,2012,Seattle,RB,26.0,Marshawn Lynch,35.78260869565217,25.91304347826087,188.69565217391303,0.6521739130434783,73.9695652173913,256.1304347826087,1041.5652173913045,9.91304347826087,3.347826086956522,6.0,269.6,20.1,19.7,303.8,55.73
91,91,Darren,McFadden,2010,Las Vegas,RB,23.0,Darren McFadden,37.054054054054056,23.81081081081081,259.05405405405406,0.0,63.95675675675675,107.16216216216216,406.8918918918919,2.054054054054054,4.297297297297297,3.0,267.4,12.3,23.7,266.1,56.57
92,92,David,Montgomery,2020,Chicago,RB,23.0,David Montgomery,35.0,25.0,185.0,1.0,71.4,242.0,889.0,6.0,2.0,2.0,265.0,17.5,18.6,296.8,61.27
93,93,LeSean,McCoy,2017,Buffalo,RB,29.0,LeSean McCoy,55.0,44.85714285714285,337.7142857142857,1.2857142857142858,80.92857142857143,225.1428571428572,1160.7142857142858,10.142857142857142,2.7142857142857144,9.0,263.6,24.9,23.6,354.1,51.38
