,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
522,522,Jeff,Cumberland,2014,NY Jets,TE,27.0,Jeff Cumberland,44.333333333333336,27.0,385.0,3.6666666666666665,61.56666666666667,0.0,0.0,0.0,0.0,5.0,65.7,18.1,24.2,318.1,51.67
523,523,Martellus,Bennett,2017,Green Bay,TE,30.0,Martellus Bennett,74.79069767441861,54.48837209302326,633.9767441860465,5.976744186046512,72.99767441860465,1.4883720930232558,7.441860465116279,0.0,0.5116279069767442,10.0,88.6,27.6,25.1,372.9,64.68
524,524,Jeff,King,2009,Carolina,TE,26.0,Jeff King,49.333333333333336,29.33333333333333,265.3333333333333,1.3333333333333333,60.36666666666667,0.0,0.0,0.0,0.6666666666666666,4.0,63.0,25.1,21.3,344.9,47.52
525,525,Clay,Harbor,2013,Jacksonville,TE,26.0,Clay Harbor,31.727272727272727,20.63636363636364,177.63636363636363,1.6363636363636365,65.66363636363636,0.0,0.0,0.0,0.6363636363636364,4.0,63.2,15.9,27.8,299.7,63.98
526,526,Randy,McMichael,2011,LA Chargers,TE,32.0,Randy McMichael,38.66666666666666,24.666666666666668,258.0,1.6666666666666667,67.66666666666667,0.0,0.0,0.0,0.0,10.0,57.1,27.6,20.1,395.6,56.02
527,527,Jordan,Reed,2017,Washington,TE,27.0,Jordan Reed,98.21052631578948,73.73684210526316,784.0,7.842105263157895,74.97368421052632,0.0,0.0,0.0,1.736842105263158,5.0,60.1,24.8,23.9,403.4,62.44
528,528,Clay,Harbor,2014,Jacksonville,TE,27.0,Clay Harbor,36.21739130434783,24.30434782608696,259.7391304347826,2.0,67.23043478260868,0.0,0.0,0.0,1.6956521739130437,5.0,60.9,15.4,28.1,293.8,63.04
529,529,Will,Dissly,2022,Seattle,TE,26.0,Will Dissly,27.043478260869566,22.043478260869566,237.95652173913044,1.3478260869565215,81.49565217391304,0.0,0.0,0.0,0.6521739130434783,5.0,86.9,23.2,21.5,323.9,56.71
530,530,Logan,Paulsen,2012,Washington,TE,25.0,Logan Paulsen,14.651162790697674,8.69767441860465,105.25581395348836,0.2558139534883721,68.66976744186047,0.0,0.0,0.0,0.0,3.0,61.8,18.0,22.9,336.7,61.14
531,531,Kellen,Davis,2011,Chicago,TE,26.0,Kellen Davis,6.0,3.6666666666666665,37.66666666666666,1.6666666666666667,54.76666666666667,0.0,0.0,0.0,0.0,4.0,68.6,21.3,18.4,298.3,55.15
532,532,Lance,Kendricks,2015,LA Rams,TE,27.0,Lance Kendricks,40.5531914893617,28.595744680851062,258.6808510638298,4.680851063829787,70.62127659574467,0.0,0.0,0.0,0.0,5.0,61.5,20.3,22.1,314.7,58.73
