,First,Last,Year,Tm,Pos,Age,FantasyPoints,Player
59,Martellus,Bennett,2013,CHI,TE,26.0,168.9,Martellus Bennett
65,Jared,Cook,2013,STL,TE,26.0,146.1,Jared Cook
68,Delanie,Walker,2013,TEN,TE,29.0,153.1,Delanie Walker
75,Coby,Fleener,2013,IND,TE,25.0,136.8,Coby Fleener
150,Tim,Wright,2013,TAM,TE,23.0,141.29999999999995,Tim Wright
153,Brent,Celek,2013,PHI,TE,28.0,116.2,Brent Celek
154,Garrett,Graham,2013,HOU,TE,27.0,131.5,Garrett Graham
155,Rob,Gronkowski,2013,NWE,TE,24.0,122.2,Rob Gronkowski
166,Scott,Chandler,2013,BUF,TE,28.0,128.5,Scott Chandler
168,Brandon,Myers,2013,NYG,TE,28.0,123.2,Brandon Myers
172,Zach,Ertz,2013,PHI,TE,23.0,106.9,Zach Ertz
173,Jordan,Reed,2013,WAS,TE,23.0,114.7,Jordan Reed
178,Zach,Miller,2013,SEA,TE,28.0,101.7,Zach Miller
181,Joseph,Fauria,2013,DET,TE,23.0,80.7,Joseph Fauria
183,Mychal,Rivera,2013,OAK,TE,23.0,102.7,Mychal Rivera
185,Jeff,Cumberland,2013,NYJ,TE,26.0,89.8,Jeff Cumberland
186,Jermaine,Gresham,2013,CIN,TE,25.0,109.8,Jermaine Gresham
189,Heath,Miller,2013,PIT,TE,31.0,121.3,Heath Miller
200,Marcedes,Lewis,2013,JAX,TE,29.0,82.9,Marcedes Lewis
202,Tyler,Eifert,2013,CIN,TE,23.0,95.5,Tyler Eifert
207,Ladarius,Green,2013,SDG,TE,23.0,72.6,Ladarius Green
222,Dallas,Clark,2013,BAL,TE,34.0,83.3,Dallas Clark
224,Brandon,Pettigrew,2013,DET,TE,28.0,92.6,Brandon Pettigrew
227,Rob,Housler,2013,ARI,TE,25.0,90.4,Rob Housler
228,Kellen,Winslow,2013,NYJ,TE,30.0,81.8,Kellen Winslow
230,Lance,Kendricks,2013,STL,TE,25.0,81.8,Lance Kendricks
236,Kyle,Rudolph,2013,MIN,TE,24.0,79.3,Kyle Rudolph
238,Jermichael,Finley,2013,GNB,TE,26.0,73.0,Jermichael Finley
243,Andrew,Quarless,2013,GNB,TE,25.0,75.2,Andrew Quarless
248,Owen,Daniels,2013,HOU,TE,31.0,67.2,Owen Daniels
249,Sean,McGrath,2013,KAN,TE,26.0,68.2,Sean McGrath
251,Logan,Paulsen,2013,WAS,TE,26.0,68.7,Logan Paulsen
255,Clay,Harbor,2013,JAX,TE,26.0,63.2,Clay Harbor
258,John,Carlson,2013,MIN,TE,29.0,70.4,John Carlson
260,Anthony,Fasano,2013,KAN,TE,29.0,61.0,Anthony Fasano
280,Ed,Dickson,2013,BAL,TE,26.0,58.3,Ed Dickson
283,Jim,Dray,2013,ARI,TE,27.0,57.5,Jim Dray
286,Ryan,Griffin,2013,HOU,TE,23.0,49.4,Ryan Griffin
296,Gary,Barnidge,2013,CLE,TE,28.0,37.7,Gary Barnidge
297,Gavin,Escobar,2013,DAL,TE,22.0,34.4,Gavin Escobar
303,Jacob,Tamme,2013,DEN,TE,28.0,44.4,Jacob Tamme
304,Cory,Harkey,2013,STL,TE,23.0,36.3,Cory Harkey
310,Dennis,Pitta,2013,BAL,TE,28.0,42.9,Dennis Pitta
313,Jake,Ballard,2013,ARI,TE,26.0,26.5,Jake Ballard
317,Michael,Hoomanawanui,2013,NWE,TE,25.0,31.6,Michael Hoomanawanui
324,Brandon,Bostick,2013,GNB,TE,24.0,25.0,Brandon Bostick
327,Levine,Toilolo,2013,ATL,TE,22.0,28.5,Levine Toilolo
346,Fred,Davis,2013,WAS,TE,27.0,20.0,Fred Davis
348,Chase,Ford,2013,MIN,TE,23.0,24.3,Chase Ford
353,Rhett,Ellison,2013,MIN,TE,25.0,17.1,Rhett Ellison
357,Vance,McDonald,2013,SFO,TE,23.0,19.9,Vance McDonald
358,Danny,Noble,2013,JAX,TE,24.0,14.3,Danny Noble
362,Joel,Dreessen,2013,DEN,TE,31.0,17.7,Joel Dreessen
364,Chris,Gragg,2013,BUF,TE,23.0,16.3,Chris Gragg
370,Josh,Hill,2013,NOR,TE,23.0,15.599999999999998,Josh Hill
380,Jeron,Mastrud,2013,OAK,TE,26.0,14.8,Jeron Mastrud
382,Dwayne,Allen,2013,IND,TE,23.0,9.0,Dwayne Allen
383,Tom,Crabtree,2013,TAM,TE,28.0,12.1,Tom Crabtree
391,Matthew,Mulligan,2013,NWE,TE,28.0,9.6,Matthew Mulligan
394,David,Paulson,2013,PIT,TE,24.0,14.2,David Paulson
395,Tony,Scheffler,2013,DET,TE,30.0,15.2,Tony Scheffler
400,James,Hanna,2013,DAL,TE,24.0,19.3,James Hanna
402,Nick,Kasa,2013,OAK,TE,23.0,7.9,Nick Kasa
405,Alex,Smith,2013,CIN,TE,31.0,10.2,Alex Smith
406,Matt,Spaeth,2013,PIT,TE,30.0,8.1,Matt Spaeth
408,Taylor,Thompson,2013,TEN,TE,24.0,10.3,Taylor Thompson
419,Zach,Sudfeld,2013,2TM,TE,24.0,11.3,Zach Sudfeld
423,MarQueis,Gray,2013,CLE,TE,24.0,7.1,MarQueis Gray
424,Virgil,Green,2013,DEN,TE,25.0,13.5,Virgil Green
429,Weslye,Saunders,2013,IND,TE,24.0,8.6,Weslye Saunders
433,Kevin,Brock,2013,2TM,TE,27.0,6.6,Kevin Brock
435,Garrett,Celek,2013,SFO,TE,25.0,5.8,Garrett Celek
443,Allen,Reisner,2013,JAX,TE,25.0,9.0,Allen Reisner
448,James,Casey,2013,PHI,TE,29.0,6.1,James Casey
453,Dorin,Dickerson,2013,DET,TE,25.0,5.4,Dorin Dickerson
454,Larry,Donnell,2013,NYG,TE,25.0,6.1,Larry Donnell
457,Dominique,Jones,2013,2TM,TE,26.0,5.4,Dominique Jones
460,John,Phillips,2013,SDG,TE,26.0,7.0,John Phillips
466,Ryan,Taylor,2013,GNB,TE,26.0,9.0,Ryan Taylor
469,Billy,Bajema,2013,BAL,TE,31.0,3.8,Billy Bajema
471,Jack,Doyle,2013,IND,TE,23.0,6.9,Jack Doyle
482,Kory,Sperry,2013,ARI,TE,28.0,2.6,Kory Sperry
490,Henry,Hynoski,2013,NYG,TE,25.0,1.5,Henry Hynoski
493,Mike,McNeill,2013,STL,TE,25.0,1.5,Mike McNeill
495,Michael,Palmer,2013,PIT,TE,25.0,1.8,Michael Palmer
496,Konrad,Reuland,2013,NYJ,TE,26.0,1.7,Konrad Reuland
497,Dante,Rosario,2013,CHI,TE,29.0,2.3,Dante Rosario
499,Craig,Stevens,2013,TEN,TE,29.0,2.5,Craig Stevens
519,Justice,Cunningham,2013,2TM,TE,22.0,1.4,Justice Cunningham
522,Richard,Gordon,2013,KAN,TE,26.0,1.3,Richard Gordon
551,Visanthe,Shiancoe,2013,TEN,TE,33.0,2.2,Visanthe Shiancoe
574,Richie,Brockel,2013,CAR,TE,27.0,0.3000000000000003,Richie Brockel
10,Rob,Gronkowski,2014,NWE,TE,25.0,266.4,Rob Gronkowski
23,Antonio,Gates,2014,SDG,TE,34.0,223.1,Antonio Gates
26,Jimmy,Graham,2014,NOR,TE,28.0,229.9,Jimmy Graham
33,Greg,Olsen,2014,CAR,TE,29.0,220.8,Greg Olsen
36,Martellus,Bennett,2014,CHI,TE,27.0,217.6,Martellus Bennett
39,Coby,Fleener,2014,IND,TE,26.0,176.4,Coby Fleener
44,Julius,Thomas,2014,DEN,TE,26.0,163.9,Julius Thomas
48,Delanie,Walker,2014,TEN,TE,30.0,176.0,Delanie Walker
50,Travis,Kelce,2014,KAN,TE,25.0,177.2,Travis Kelce
62,Jason,Witten,2014,DAL,TE,32.0,164.3,Jason Witten
68,Heath,Miller,2014,PIT,TE,32.0,158.1,Heath Miller
135,Larry,Donnell,2014,NYG,TE,26.0,153.3,Larry Donnell
146,Zach,Ertz,2014,PHI,TE,24.0,144.2,Zach Ertz
150,Jared,Cook,2014,STL,TE,27.0,133.4,Jared Cook
153,Charles,Clay,2014,MIA,TE,25.0,136.5,Charles Clay
161,Owen,Daniels,2014,BAL,TE,32.0,124.7,Owen Daniels
163,Jermaine,Gresham,2014,CIN,TE,26.0,138.0,Jermaine Gresham
164,Mychal,Rivera,2014,OAK,TE,24.0,133.4,Mychal Rivera
174,Scott,Chandler,2014,BUF,TE,29.0,114.7,Scott Chandler
210,Lance,Kendricks,2014,STL,TE,26.0,82.9,Lance Kendricks
212,Luke,Willson,2014,SEA,TE,24.0,76.2,Luke Willson
216,Jordan,Cameron,2014,CLE,TE,26.0,78.4,Jordan Cameron
218,Andrew,Quarless,2014,GNB,TE,26.0,79.3,Andrew Quarless
230,Anthony,Fasano,2014,KAN,TE,30.0,71.6,Anthony Fasano
232,Josh,Hill,2014,NOR,TE,24.0,61.6,Josh Hill
239,Jordan,Reed,2014,WAS,TE,24.0,94.5,Jordan Reed
243,Jeff,Cumberland,2014,NYJ,TE,27.0,65.7,Jeff Cumberland
247,Daniel,Fells,2014,NYG,TE,31.0,56.8,Daniel Fells
255,Brent,Celek,2014,PHI,TE,29.0,70.0,Brent Celek
256,Vernon,Davis,2014,SFO,TE,30.0,62.9,Vernon Davis
257,Clay,Harbor,2014,JAX,TE,27.0,60.9,Clay Harbor
263,Gavin,Escobar,2014,DAL,TE,23.0,43.5,Gavin Escobar
264,Marcedes,Lewis,2014,JAX,TE,30.0,50.6,Marcedes Lewis
266,Richard,Rodgers,2014,GNB,TE,22.0,54.5,Richard Rodgers
267,Kyle,Rudolph,2014,MIN,TE,25.0,59.1,Kyle Rudolph
269,Levine,Toilolo,2014,ATL,TE,23.0,64.8,Levine Toilolo
276,Chase,Ford,2014,MIN,TE,24.0,54.8,Chase Ford
278,Austin,Seferian-Jenkins,2014,TAM,TE,22.0,53.1,Austin Seferian-Jenkins
279,Eric,Ebron,2014,DET,TE,21.0,55.8,Eric Ebron
281,Cooper,Helfet,2014,SEA,TE,25.0,42.5,Cooper Helfet
282,Jim,Dray,2014,CLE,TE,28.0,47.2,Jim Dray
286,Rhett,Ellison,2014,MIN,TE,26.0,45.8,Rhett Ellison
289,Ben,Watson,2014,NOR,TE,34.0,45.6,Ben Watson
295,Garrett,Graham,2014,HOU,TE,28.0,43.7,Garrett Graham
303,Jack,Doyle,2014,IND,TE,24.0,41.8,Jack Doyle
308,Ladarius,Green,2014,SDG,TE,24.0,41.6,Ladarius Green
317,Jacob,Tamme,2014,DEN,TE,29.0,34.9,Jacob Tamme
329,Tony,Moeaki,2014,SEA,TE,27.0,27.4,Tony Moeaki
331,James,Casey,2014,PHI,TE,30.0,20.9,James Casey
332,Ed,Dickson,2014,CAR,TE,27.0,27.5,Ed Dickson
333,Crockett,Gillmore,2014,BAL,TE,23.0,28.1,Crockett Gillmore
340,Gary,Barnidge,2014,CLE,TE,29.0,28.6,Gary Barnidge
349,Joseph,Fauria,2014,DET,TE,24.0,19.4,Joseph Fauria
351,Ryan,Griffin,2014,HOU,TE,24.0,25.1,Ryan Griffin
355,Virgil,Green,2014,DEN,TE,26.0,19.7,Virgil Green
356,Cory,Harkey,2014,STL,TE,24.0,19.5,Cory Harkey
362,MarQueis,Gray,2014,2TM,TE,25.0,22.4,MarQueis Gray
364,Rob,Housler,2014,ARI,TE,26.0,22.0,Rob Housler
365,Dennis,Pitta,2014,BAL,TE,29.0,28.5,Dennis Pitta
366,Matt,Spaeth,2014,PIT,TE,31.0,13.6,Matt Spaeth
368,Chase,Coffman,2014,TEN,TE,28.0,18.4,Chase Coffman
381,Derek,Carrier,2014,SFO,TE,24.0,19.7,Derek Carrier
388,Adrien,Robinson,2014,NYG,TE,26.0,16.0,Adrien Robinson
392,Brian,Leonhardt,2014,OAK,TE,24.0,15.5,Brian Leonhardt
395,Lee,Smith,2014,BUF,TE,27.0,17.2,Lee Smith
398,C.J.,Fiedorowicz,2014,HOU,TE,23.0,12.8,C.J. Fiedorowicz
400,Ryan,Hewitt,2014,CIN,TE,23.0,18.6,Ryan Hewitt
405,Zach,Sudfeld,2014,NYJ,TE,25.0,13.5,Zach Sudfeld
410,Nic,Jacobs,2014,JAX,TE,23.0,9.6,Nic Jacobs
412,Zach,Miller,2014,SEA,TE,29.0,13.6,Zach Miller
417,Darren,Fells,2014,ARI,TE,28.0,12.1,Darren Fells
423,Brandon,Pettigrew,2014,DET,TE,29.0,17.0,Brandon Pettigrew
428,Brandon,Bostick,2014,GNB,TE,25.0,8.3,Brandon Bostick
432,Michael,Palmer,2014,PIT,TE,26.0,7.1,Michael Palmer
433,Bear,Pascoe,2014,ATL,TE,28.0,8.3,Bear Pascoe
434,John,Phillips,2014,SDG,TE,27.0,7.1,John Phillips
440,Garrett,Celek,2014,SFO,TE,26.0,7.3,Garrett Celek
445,James,Hanna,2014,DAL,TE,25.0,8.8,James Hanna
452,Tyler,Eifert,2014,CIN,TE,24.0,6.7,Tyler Eifert
453,Michael,Hoomanawanui,2014,NWE,TE,26.0,7.4,Michael Hoomanawanui
456,Troy,Niklas,2014,ARI,TE,22.0,6.8,Troy Niklas
462,Brandon,Williams,2014,CAR,TE,27.0,8.4,Brandon Williams
469,Craig,Stevens,2014,TEN,TE,30.0,4.6,Craig Stevens
470,Phillip,Supernaw,2014,2TM,TE,24.0,6.0,Phillip Supernaw
473,Cameron,Brate,2014,TAM,TE,23.0,2.7,Cameron Brate
474,Kevin,Brock,2014,CIN,TE,28.0,7.1,Kevin Brock
476,Demetrius,Harris,2014,KAN,TE,23.0,5.0,Demetrius Harris
478,Gator,Hoskins,2014,2TM,TE,23.0,5.1,Gator Hoskins
489,Taylor,Thompson,2014,TEN,TE,25.0,4.4,Taylor Thompson
492,David,Ausberry,2014,OAK,TE,27.0,3.4,David Ausberry
493,Trey,Burton,2014,PHI,TE,23.0,1.0,Trey Burton
499,Marcel,Jensen,2014,JAX,TE,24.0,1.8,Marcel Jensen
501,Vance,McDonald,2014,SFO,TE,24.0,3.0,Vance McDonald
597,David,Johnson,2014,SDG,TE,27.0,1.4,David Johnson
8,Rob,Gronkowski,2015,NWE,TE,26.0,255.6,Rob Gronkowski
11,Gary,Barnidge,2015,CLE,TE,30.0,237.3,Gary Barnidge
12,Jordan,Reed,2015,WAS,TE,25.0,244.2,Jordan Reed
17,Greg,Olsen,2015,CAR,TE,30.0,227.4,Greg Olsen
18,Delanie,Walker,2015,TEN,TE,31.0,242.4,Delanie Walker
22,Tyler,Eifert,2015,CIN,TE,25.0,191.5,Tyler Eifert
41,Travis,Kelce,2015,KAN,TE,26.0,185.5,Travis Kelce
43,Ben,Watson,2015,NOR,TE,35.0,190.5,Ben Watson
59,Richard,Rodgers,2015,GNB,TE,23.0,158.1,Richard Rodgers
65,Zach,Ertz,2015,PHI,TE,25.0,170.3,Zach Ertz
68,Antonio,Gates,2015,SDG,TE,35.0,149.0,Antonio Gates
144,Jason,Witten,2015,DAL,TE,33.0,164.3,Jason Witten
148,Eric,Ebron,2015,DET,TE,22.0,130.7,Eric Ebron
156,Kyle,Rudolph,2015,MIN,TE,26.0,128.5,Kyle Rudolph
158,Julius,Thomas,2015,JAX,TE,27.0,121.5,Julius Thomas
164,Jimmy,Graham,2015,SEA,TE,29.0,120.5,Jimmy Graham
168,Zach,Miller,2015,CHI,TE,31.0,107.9,Zach Miller
171,Jacob,Tamme,2015,ATL,TE,30.0,130.7,Jacob Tamme
172,Charles,Clay,2015,BUF,TE,26.0,121.8,Charles Clay
173,Ladarius,Green,2015,SDG,TE,25.0,103.9,Ladarius Green
176,Owen,Daniels,2015,DEN,TE,33.0,115.7,Owen Daniels
183,Heath,Miller,2015,PIT,TE,33.0,125.7,Heath Miller
188,Crockett,Gillmore,2015,BAL,TE,24.0,98.2,Crockett Gillmore
193,Martellus,Bennett,2015,CHI,TE,28.0,114.9,Martellus Bennett
206,Brent,Celek,2015,PHI,TE,30.0,84.8,Brent Celek
208,Austin,Seferian-Jenkins,2015,TAM,TE,23.0,78.8,Austin Seferian-Jenkins
210,Jordan,Cameron,2015,MIA,TE,27.0,91.6,Jordan Cameron
219,Clive,Walford,2015,OAK,TE,24.0,78.9,Clive Walford
227,Scott,Chandler,2015,NWE,TE,30.0,72.9,Scott Chandler
228,Darren,Fells,2015,ARI,TE,29.0,70.1,Darren Fells
231,Jared,Cook,2015,STL,TE,28.0,85.1,Jared Cook
232,Cameron,Brate,2015,TAM,TE,24.0,69.8,Cameron Brate
244,Anthony,Fasano,2015,TEN,TE,31.0,66.9,Anthony Fasano
251,Vernon,Davis,2015,2TM,TE,31.0,77.5,Vernon Davis
257,Garrett,Celek,2015,SFO,TE,27.0,55.6,Garrett Celek
258,Ryan,Griffin,2015,HOU,TE,25.0,57.1,Ryan Griffin
259,Lance,Kendricks,2015,STL,TE,27.0,61.5,Lance Kendricks
265,Larry,Donnell,2015,NYG,TE,27.0,63.3,Larry Donnell
268,Mychal,Rivera,2015,OAK,TE,25.0,66.0,Mychal Rivera
275,Maxx,Williams,2015,BAL,TE,21.0,64.8,Maxx Williams
290,Jermaine,Gresham,2015,ARI,TE,27.0,46.3,Jermaine Gresham
299,Luke,Willson,2015,SEA,TE,25.0,44.3,Luke Willson
308,Ed,Dickson,2015,CAR,TE,28.0,41.1,Ed Dickson
310,Josh,Hill,2015,NOR,TE,25.0,40.0,Josh Hill
311,Michael,Hoomanawanui,2015,2TM,TE,27.0,34.6,Michael Hoomanawanui
314,Craig,Stevens,2015,TEN,TE,31.0,36.1,Craig Stevens
318,Virgil,Green,2015,DEN,TE,27.0,35.3,Virgil Green
319,Clay,Harbor,2015,JAX,TE,28.0,34.9,Clay Harbor
320,Marcedes,Lewis,2015,JAX,TE,31.0,38.6,Marcedes Lewis
329,C.J.,Fiedorowicz,2015,HOU,TE,24.0,37.7,C.J. Fiedorowicz
337,Derek,Carrier,2015,WAS,TE,25.0,37.1,Derek Carrier
344,Tim,Wright,2015,DET,TE,25.0,28.7,Tim Wright
345,Blake,Bell,2015,SFO,TE,24.0,33.6,Blake Bell
350,Tyler,Kroft,2015,CIN,TE,23.0,29.9,Tyler Kroft
351,Rhett,Ellison,2015,MIN,TE,27.0,29.4,Rhett Ellison
352,Dwayne,Allen,2015,IND,TE,25.0,33.0,Dwayne Allen
353,Nick,Boyle,2015,BAL,TE,22.0,33.3,Nick Boyle
356,Dion,Sims,2015,MIA,TE,24.0,34.7,Dion Sims
357,Jake,Stoneburner,2015,MIA,TE,26.0,21.7,Jake Stoneburner
360,Justin,Perillo,2015,GNB,TE,24.0,27.2,Justin Perillo
363,Chris,Gragg,2015,BUF,TE,25.0,27.0,Chris Gragg
364,Troy,Niklas,2015,ARI,TE,23.0,19.3,Troy Niklas
374,Jesse,James,2015,PIT,TE,21.0,19.6,Jesse James
381,Chase,Coffman,2015,2TM,TE,29.0,21.1,Chase Coffman
382,Jack,Doyle,2015,IND,TE,25.0,25.2,Jack Doyle
383,Demetrius,Harris,2015,KAN,TE,24.0,20.4,Demetrius Harris
384,Cooper,Helfet,2015,SEA,TE,26.0,26.0,Cooper Helfet
391,Brandon,Myers,2015,TAM,TE,30.0,24.7,Brandon Myers
392,Brandon,Pettigrew,2015,DET,TE,30.0,19.7,Brandon Pettigrew
393,John,Phillips,2015,SDG,TE,28.0,22.9,John Phillips
394,Lee,Smith,2015,OAK,TE,28.0,25.0,Lee Smith
400,Tony,Moeaki,2015,ATL,TE,28.0,14.8,Tony Moeaki
401,Luke,Stocker,2015,TAM,TE,27.0,21.1,Luke Stocker
410,Michael,Burton,2015,DET,TE,23.0,16.1,Michael Burton
412,Gavin,Escobar,2015,DAL,TE,24.0,18.4,Gavin Escobar
414,Ryan,Hewitt,2015,CIN,TE,24.0,17.9,Ryan Hewitt
424,James,O'Shaughnessy,2015,KAN,TE,23.0,14.7,James O'Shaughnessy
425,MyCole,Pruitt,2015,MIN,TE,23.0,18.9,MyCole Pruitt
427,Jeff,Cumberland,2015,NYJ,TE,28.0,12.7,Jeff Cumberland
428,Kellen,Davis,2015,NYJ,TE,30.0,10.8,Kellen Davis
429,James,Hanna,2015,DAL,TE,26.0,16.9,James Hanna
444,Jim,Dray,2015,CLE,TE,29.0,12.1,Jim Dray
445,Daniel,Fells,2015,NYG,TE,32.0,12.0,Daniel Fells
451,Levine,Toilolo,2015,ATL,TE,24.0,11.4,Levine Toilolo
454,Trey,Burton,2015,PHI,TE,24.0,8.4,Trey Burton
461,Nick,O'Leary,2015,BUF,TE,23.0,4.7,Nick O'Leary
469,Jake,Fisher,2015,CIN,TE,22.0,4.1,Jake Fisher
471,Rob,Housler,2015,2TM,TE,27.0,7.3,Rob Housler
473,Andrew,Quarless,2015,GNB,TE,27.0,7.1,Andrew Quarless
477,Michael,Williams,2015,NWE,TE,25.0,5.6,Michael Williams
488,Matt,LaCosse,2015,NYG,TE,23.0,5.2,Matt LaCosse
499,E.J.,Bibbs,2015,CLE,TE,24.0,1.7,E.J. Bibbs
505,Nic,Jacobs,2015,JAX,TE,24.0,1.6,Nic Jacobs
508,Kendall,Lamm,2015,HOU,TE,23.0,1.7,Kendall Lamm
510,Khari,Lee,2015,CHI,TE,23.0,1.7,Khari Lee
513,Brian,Parker,2015,KAN,TE,23.0,1.6,Brian Parker
516,Scott,Simonson,2015,CAR,TE,23.0,2.0,Scott Simonson
519,Matt,Spaeth,2015,PIT,TE,32.0,3.0,Matt Spaeth
520,Phillip,Supernaw,2015,TEN,TE,25.0,4.2,Phillip Supernaw
533,Asante,Cleveland,2015,NWE,TE,23.0,1.1,Asante Cleveland
541,MarQueis,Gray,2015,BUF,TE,26.0,1.2,MarQueis Gray
552,Brian,Leonhardt,2015,SFO,TE,25.0,1.4,Brian Leonhardt
558,Matthew,Mulligan,2015,BUF,TE,30.0,1.2,Matthew Mulligan
574,Geoff,Swaim,2015,DAL,TE,22.0,1.0,Geoff Swaim
577,C.J.,Uzomah,2015,CIN,TE,22.0,1.4,C.J. Uzomah
587,David,Johnson,2015,SDG,TE,28.0,-0.2,David Johnson
20,Travis,Kelce,2016,KAN,TE,27.0,221.0,Travis Kelce
25,Greg,Olsen,2016,CAR,TE,31.0,205.3,Greg Olsen
27,Kyle,Rudolph,2016,MIN,TE,27.0,209.0,Kyle Rudolph
31,Jimmy,Graham,2016,SEA,TE,30.0,189.3,Jimmy Graham
32,Delanie,Walker,2016,TEN,TE,32.0,188.1,Delanie Walker
41,Cameron,Brate,2016,TAM,TE,25.0,171.0,Cameron Brate
42,Martellus,Bennett,2016,NWE,TE,29.0,168.1,Martellus Bennett
48,Zach,Ertz,2016,PHI,TE,26.0,183.6,Zach Ertz
49,Jordan,Reed,2016,WAS,TE,26.0,168.6,Jordan Reed
61,Hunter,Henry,2016,SDG,TE,22.0,129.8,Hunter Henry
64,Antonio,Gates,2016,SDG,TE,36.0,147.8,Antonio Gates
74,Coby,Fleener,2016,NOR,TE,28.0,137.29999999999998,Coby Fleener
142,Jack,Doyle,2016,IND,TE,26.0,145.4,Jack Doyle
146,Eric,Ebron,2016,DET,TE,23.0,144.2,Eric Ebron
149,Dennis,Pitta,2016,BAL,TE,31.0,168.9,Dennis Pitta
150,Jason,Witten,2016,DAL,TE,34.0,152.3,Jason Witten
155,C.J.,Fiedorowicz,2016,HOU,TE,25.0,133.9,C.J. Fiedorowicz
157,Dwayne,Allen,2016,IND,TE,26.0,111.6,Dwayne Allen
158,Charles,Clay,2016,BUF,TE,27.0,136.2,Charles Clay
163,Gary,Barnidge,2016,CLE,TE,31.0,128.2,Gary Barnidge
171,Zach,Miller,2016,CHI,TE,32.0,119.6,Zach Miller
174,Rob,Gronkowski,2016,NWE,TE,27.0,97.0,Rob Gronkowski
180,Tyler,Eifert,2016,CIN,TE,26.0,98.4,Tyler Eifert
195,Vance,McDonald,2016,SFO,TE,26.0,87.1,Vance McDonald
202,Lance,Kendricks,2016,LAR,TE,28.0,109.9,Lance Kendricks
207,Jesse,James,2016,PIT,TE,22.0,90.8,Jesse James
210,Ryan,Griffin,2016,HOU,TE,26.0,104.2,Ryan Griffin
212,Clive,Walford,2016,OAK,TE,25.0,86.9,Clive Walford
217,Julius,Thomas,2016,JAX,TE,28.0,82.1,Julius Thomas
218,Garrett,Celek,2016,SFO,TE,28.0,80.0,Garrett Celek
220,Jermaine,Gresham,2016,ARI,TE,28.0,88.1,Jermaine Gresham
224,Dion,Sims,2016,MIA,TE,25.0,75.6,Dion Sims
228,Austin,Hooper,2016,ATL,TE,22.0,64.1,Austin Hooper
232,Will,Tye,2016,NYG,TE,25.0,93.5,Will Tye
240,Jared,Cook,2016,GNB,TE,29.0,71.7,Jared Cook
249,Trey,Burton,2016,PHI,TE,25.0,75.7,Trey Burton
251,Richard,Rodgers,2016,GNB,TE,24.0,69.1,Richard Rodgers
252,Jacob,Tamme,2016,ATL,TE,31.0,61.0,Jacob Tamme
255,Ladarius,Green,2016,PIT,TE,26.0,54.4,Ladarius Green
257,Levine,Toilolo,2016,ATL,TE,25.0,51.4,Levine Toilolo
260,Erik,Swoope,2016,IND,TE,24.0,50.7,Erik Swoope
278,Virgil,Green,2016,DEN,TE,28.0,51.7,Virgil Green
280,C.J.,Uzomah,2016,CIN,TE,23.0,54.4,C.J. Uzomah
294,Seth,Devalve,2016,CLE,TE,23.0,34.7,Seth Devalve
296,Mychal,Rivera,2016,OAK,TE,26.0,43.2,Mychal Rivera
298,Luke,Willson,2016,SEA,TE,26.0,39.9,Luke Willson
301,Xavier,Grimble,2016,PIT,TE,24.0,34.8,Xavier Grimble
304,Marcedes,Lewis,2016,JAX,TE,32.0,42.9,Marcedes Lewis
310,Ben,Koyack,2016,JAX,TE,23.0,41.1,Ben Koyack
315,Darren,Fells,2016,ARI,TE,30.0,35.4,Darren Fells
316,Josh,Hill,2016,NOR,TE,26.0,35.9,Josh Hill
319,Austin,Seferian-Jenkins,2016,2TM,TE,24.0,34.4,Austin Seferian-Jenkins
320,Darren,Waller,2016,BAL,TE,24.0,30.5,Darren Waller
323,Anthony,Fasano,2016,TEN,TE,32.0,28.3,Anthony Fasano
325,Demetrius,Harris,2016,KAN,TE,25.0,35.3,Demetrius Harris
330,Ed,Dickson,2016,CAR,TE,29.0,29.4,Ed Dickson
333,Jerell,Adams,2016,NYG,TE,24.0,34.2,Jerell Adams
341,MarQueis,Gray,2016,MIA,TE,27.0,31.4,MarQueis Gray
346,Brent,Celek,2016,PHI,TE,31.0,29.5,Brent Celek
351,Stephen,Anderson,2016,HOU,TE,23.0,26.3,Stephen Anderson
356,A.J.,Derby,2016,2TM,TE,25.0,30.0,A.J. Derby
357,Jeff,Heuerman,2016,DEN,TE,24.0,23.1,Jeff Heuerman
360,Brandon,Myers,2016,TAM,TE,31.0,18.9,Brandon Myers
362,Larry,Donnell,2016,NYG,TE,28.0,28.2,Larry Donnell
364,Crockett,Gillmore,2016,BAL,TE,25.0,21.1,Crockett Gillmore
366,Nick,O'Leary,2016,BUF,TE,24.0,20.4,Nick O'Leary
367,John,Phillips,2016,2TM,TE,29.0,23.2,John Phillips
373,Jordan,Cameron,2016,MIA,TE,28.0,20.0,Jordan Cameron
375,Rhett,Ellison,2016,MIN,TE,28.0,20.8,Rhett Ellison
377,Dominique,Jones,2016,MIA,TE,29.0,19.1,Dominique Jones
381,Neal,Sterling,2016,JAX,TE,24.0,23.0,Neal Sterling
386,Alan,Cross,2016,TAM,TE,23.0,15.8,Alan Cross
390,Joshua,Perkins,2016,ATL,TE,23.0,13.2,Joshua Perkins
395,Blake,Bell,2016,SFO,TE,25.0,12.5,Blake Bell
398,Gavin,Escobar,2016,DAL,TE,25.0,13.0,Gavin Escobar
414,Connor,Hamlett,2016,CLE,TE,24.0,8.7,Connor Hamlett
417,Matt,Lengel,2016,NWE,TE,26.0,10.2,Matt Lengel
